country,year,Export,Import
CZE,1995,21685565440.0,25303402496.0
CZE,1996,21907320832.0,27717294080.0
CZE,1997,,27183540224.0
CZE,1998,28305768448.0,30524192768.0
CZE,1999,26842601535.0,28837311765.0
CZE,2000,29052866787.0,32242586506.0
CZE,2001,33384210374.0,36476653549.0
CZE,2002,44263575824.0,48230794211.0
CZE,2003,48720350334.0,51239343424.0
CZE,2004,65771586904.0,66705681857.0
CZE,2005,78208547529.0,76527310253.0
CZE,2006,95140986342.0,93429474463.0
CZE,2007,120900492192.0,116822197474.0
CZE,2008,146087028735.0,141833835988.0
CZE,2009,112884321338.0,104849536210.0
CZE,2010,132140913815.0,125690657757.0
CZE,2011,162391721227.0,150813415501.0
CZE,2012,156422742613.0,139726823793.0
CZE,2013,161524152111.0,142525808089.0
CZE,2014,174279451675.0,153225461484.0
CZE,2015,157194122601.0,140716185564.0
CZE,2016,162087332190.0,142327655949.0
CZE,2017,182231360523.0,162898931578.0
CZE,2018,202521577709.0,184924023432.0
CZE,2019,199469710335.0,179273065047.0
CZE,2020,192307379805.0,171440208263.0
CZE,2021,227168411022.0,212480637162.0
CZE,2022,241689131117.0,236320011363.0
CZE,2023,253327521218.0,228913298532.0
CZE,2024,259292432445.0,229396961967.0
DEU,1988,323196113000.0,250293231000.0
DEU,1989,341098833000.0,269575910000.0
DEU,1990,398381175000.0,342483041000.0
DEU,1991,402532045000.0,388915818000.0
DEU,1992,430276307000.0,408307127000.0
DEU,1993,380074808000.0,342558712000.0
DEU,1994,427100056000.0,381538916000.0
DEU,1995,523696751000.0,464145333000.0
DEU,1996,524165984155.0,458699728664.0
DEU,1997,512440270848.0,445495672832.0
DEU,1998,543555256320.0,471226318848.0
DEU,1999,542835572736.0,473500680192.0
DEU,2000,549606741000.0,500830026000.0
DEU,2001,571426720000.0,486022068000.0
DEU,2002,615997391000.0,490450056000.0
DEU,2003,748531267000.0,601761022000.0
DEU,2004,911742096000.0,718150018000.0
DEU,2005,977131972000.0,779819058000.0
DEU,2006,1121962887000.0,922213393000.0
DEU,2007,1328841354000.0,1059307813000.0
DEU,2008,1457462950353.873,1192581758828.271
DEU,2009,1125844047764.623,928891172150.158
DEU,2010,1267743108880.736,1060672352047.814
DEU,2011,1483802558038.426,1261588484277.217
DEU,2012,1410146320662.183,1161247823737.51
DEU,2013,1450937515315.424,1187301533128.977
DEU,2014,1498238432429.606,1214915241976.313
DEU,2015,1328500248528.884,1057535853584.251
DEU,2016,1337236557704.334,1060882070132.76
DEU,2017,1430536200992.758,1119617190542.96
DEU,2018,1562418816337.222,1292726052270.048
DEU,2019,1493267430847.512,1239895409104.581
DEU,2020,1385852259832.315,1173167331768.128
DEU,2021,1635599573787.609,1424674986141.296
DEU,2022,1686141996013.135,1588852981506.719
DEU,2023,1697350367390.709,1469328942496.729
DEU,2024,1691414706068.464,1433340423410.486
DJI,2009,363708835.0,647615351.0
DJI,2021,3829300040.253,3971928231.423
DJI,2022,4608302379.859,5091386246.072
DJI,2023,4784715682.322,5294939996.122
DMA,1993,48010424.0,93785760.0
DMA,1994,45228996.0,96311680.0
DMA,1995,45243276.0,117265424.0
DMA,1996,51152720.0,129939280.0
DMA,1997,51930356.0,133222512.0
DMA,1999,54316352.0,132828320.0
DMA,2000,53582548.0,148167404.0
DMA,2001,43396107.0,131050626.0
DMA,2002,41901791.0,115667930.0
DMA,2003,39306229.0,127018269.0
DMA,2004,41309285.0,145138009.0
DMA,2005,41782567.0,165342102.0
DMA,2006,41472783.0,166895925.0
DMA,2007,36833306.0,195733908.0
DMA,2008,39993803.0,232374660.0
DMA,2009,33486434.0,222155644.0
DMA,2010,34115972.0,224597229.0
DMA,2012,37013221.0,211867612.0
DMA,2013,48013488.601,206803767.111
DMA,2016,17725150.053,213888860.185
DMA,2017,11726391.125,198024569.071
DMA,2018,10315209.032,302482343.082
DMA,2019,13212431.87,292290126.106
DMA,2020,13144615.004,179966582.996
DMA,2021,14145191.781,190370756.666
DMA,2022,22404284.262,266651625.941
DMA,2023,22042230.18,301308617.58
DNK,1989,28046196736.0,26618134528.0
DNK,1990,34842796032.0,31575709696.0
DNK,1991,35713056768.0,32169422848.0
DNK,1992,39553110016.0,33590321152.0
DNK,1993,37170991104.0,30535712768.0
DNK,1994,41602367488.0,35436449792.0
DNK,1995,48789127168.0,43141529600.0
DNK,1996,48884543488.0,43126353920.0
DNK,1997,,44492341248.0
DNK,1998,47709990912.0,45700681728.0
DNK,1999,49027809020.0,44316614710.0
DNK,2000,49102286748.0,44533303695.0
DNK,2001,50973842380.0,44625173798.0
DNK,2002,55673560165.0,49284928743.0
DNK,2003,64614226301.0,56227253873.0
DNK,2004,74740558446.0,66845208976.0
DNK,2005,82278145320.0,72715727008.0
DNK,2006,90886573242.0,84131166534.0
DNK,2007,101957401495.0,97422845558.0
DNK,2008,116271811024.0,109008153707.0
DNK,2009,92090687343.0,80096730483.0
DNK,2010,96216730270.0,82724280372.0
DNK,2011,112713338879.0,96008493220.0
DNK,2012,106104022220.0,91325521622.0
DNK,2013,110469532387.0,97251542755.0
DNK,2014,110748921250.0,99567827973.0
DNK,2015,94618816682.0,85327361281.0
DNK,2016,94729013059.722,84427760620.177
DNK,2017,101348491314.473,91982268360.238
DNK,2018,108521449414.015,101699638355.39
DNK,2019,109879084449.464,97006756563.178
DNK,2020,106871154269.253,95778398378.87
DNK,2021,125384921851.411,120259538817.4
DNK,2022,129811333849.761,127078113543.365
DNK,2023,136074397804.553,126396956198.363
DNK,2024,133654777695.077,121792391822.156
DOM,1996,4097815808.0,
DOM,1997,4763227648.0,
DOM,2001,814348992.0,5496743936.0
DOM,2002,5377227475.915,9643058427.834
DOM,2003,5586989153.443,8263681758.526
DOM,2004,6030254851.0,8557731837.549
DOM,2005,6287330823.0,10575285810.577
DOM,2006,6793936081.0,14226532771.348
DOM,2007,7247124158.02,14737662590.922
DOM,2008,6859135335.59,17509468500.462
DOM,2009,5529039583.204,13165668011.332
DOM,2010,4766733677.0,15138222512.0
DOM,2011,6112524200.0,18156132539.0
DOM,2012,7168472222.0,17430206196.0
DOM,2013,7960984484.0,17844950988.0
DOM,2014,9927795973.883,19171386344.365
DOM,2015,9388736572.2,18686637184.375
DOM,2016,9785186239.738,19284430508.355
DOM,2017,10224658400.085,19559015612.619
DOM,2018,10758010743.568,20349363184.119
DOM,2019,11287199331.899,21983287128.894
DOM,2020,9844071155.726,17100579284.989
DOM,2021,11643220004.19,24186670739.513
DOM,2022,9836347238.656,26760023728.204
DOM,2023,11931953786.046,31341173294.242
DOM,2024,12923945497.331,32692547490.514
DZA,1992,11136801792.0,8647816192.0
DZA,1993,10097665024.0,8785274880.0
DZA,1994,8593806336.0,9598673920.0
DZA,1995,9356680192.0,10782432256.0
DZA,1996,11099222016.0,9105595392.0
DZA,1997,13894123520.0,8688356352.0
DZA,1998,9838587904.0,9403430912.0
DZA,1999,12525276632.0,9161845368.0
DZA,2000,22031287644.0,9152077226.0
DZA,2001,19147619190.0,9945719404.0
DZA,2002,18832409255.0,12009774693.0
DZA,2003,24653655793.0,13545429533.0
DZA,2004,32076791698.0,18303023344.0
DZA,2005,46001735483.0,20356879694.0
DZA,2006,54612721784.0,21455854547.0
DZA,2007,60163160346.0,27631203951.0
DZA,2008,79297591513.0,39474721566.0
DZA,2009,45193920241.0,39258326938.0
DZA,2010,57050973573.0,40999891115.0
DZA,2011,73436306091.0,47219730324.0
DZA,2012,71865748994.0,50369390586.0
DZA,2013,65998137595.0,54909973274.0
DZA,2014,60387689304.0,58618080185.0
DZA,2015,34795951491.0,51803071085.0
DZA,2016,29992101470.0,47090683586.0
DZA,2017,35191117416.1,46053015989.108
ECU,1991,2851399168.0,2327865088.0
ECU,1992,3042286848.0,2501299712.0
ECU,1993,3019999232.0,2552716288.0
ECU,1994,3843350016.0,3622003968.0
ECU,1995,4361497088.0,4195143424.0
ECU,1996,4889830912.0,3733027328.0
ECU,1997,,4510621184.0
ECU,1998,4203045888.0,5575400448.0
ECU,1999,4451080724.0,3017166537.0
ECU,2000,4821869284.0,3445927694.0
ECU,2001,4647491551.0,5362914097.0
ECU,2002,5029750862.0,6431064882.0
ECU,2003,6038498705.0,6534347692.0
ECU,2004,7606121136.0,7861034225.0
ECU,2005,9869356995.0,9608701206.0
ECU,2006,12727796058.0,12113558389.0
ECU,2007,13800363526.0,13565297222.0
ECU,2008,18818325454.0,18851930298.0
ECU,2009,13863049882.0,15089885150.0
ECU,2010,17489921736.0,20590848480.0
ECU,2011,22342523911.0,24286061051.0
ECU,2012,23852016735.0,25196517284.0
ECU,2013,24957644407.0,27064498727.0
ECU,2014,25724432491.0,27518177870.0
ECU,2015,18330607692.0,21387292074.0
ECU,2016,16797664624.0,16188692759.0
ECU,2017,19092352242.561,19844243617.71
ECU,2018,21651955550.406,23177496854.698
ECU,2019,22329378718.518,22564309274.124
ECU,2020,20355361438.694,17917997364.652
ECU,2021,26699199844.372,25687187046.213
ECU,2022,35380361707.0,33048920968.5
ECU,2023,31126424076.3,30895673812.6
ECU,2024,31558096621.268,29489750199.383
EGY,1994,3472541696.0,9586666496.0
EGY,1995,3444135424.0,11738950656.0
EGY,1996,3534493184.0,13019580416.0
EGY,1997,3907973888.0,13168464896.0
EGY,1998,3195258880.0,16478605312.0
EGY,1999,3500898560.0,15962046464.0
EGY,2000,4710270524.458,14017798960.835
EGY,2001,4159622973.085,12779474406.303
EGY,2002,4682693839.989,12552432747.938
EGY,2003,6349015028.506,11230513519.186
EGY,2004,7693656110.48,12864342242.21
EGY,2005,10661807668.289,19846709348.182
EGY,2006,13755056391.366,20647785702.252
EGY,2007,16194778896.238,27078737870.403
EGY,2008,26335157012.958,53596368525.708
EGY,2009,24213370744.062,45429547205.986
EGY,2010,26331836029.0,53003406057.0
EGY,2011,31582438765.0,62282016834.0
EGY,2012,29417005557.0,69865551868.0
EGY,2013,28779409063.0,66666448662.0
EGY,2014,26812195958.0,71337744441.0
EGY,2015,21858773824.971,73998025065.793
EGY,2016,22973368854.395,70670153153.47
EGY,2017,26434038479.942,66767508579.595
EGY,2018,29303872573.375,81909517664.928
EGY,2019,30505251683.552,76514916839.344
EGY,2020,29322919594.784,70436788934.938
EGY,2021,43636851989.261,89206204635.236
EGY,2022,52115727913.297,96188945660.129
EGY,2023,42051584005.016,83158877621.271
EGY,2024,44846871351.303,94697971473.86
ERI,2003,6618760.0,432846623.0
ESP,1989,44463710208.0,71430823936.0
ESP,1990,55632228352.0,87703183360.0
ESP,1991,60184915968.0,93328449536.0
ESP,1992,64317505536.0,99756941312.0
ESP,1993,60968476672.0,79749464064.0
ESP,1994,73187876864.0,92502409216.0
ESP,1995,89616056320.0,113398595584.0
ESP,1996,101592293376.0,123182899200.0
ESP,1997,106240696320.0,124417654784.0
ESP,1998,109251190784.0,134522634240.0
ESP,1999,111492928927.0,147865871280.0
ESP,2000,114336007725.799,155962978686.433
ESP,2001,116148836649.149,154992565305.55
ESP,2002,125854970221.893,165878871221.885
ESP,2003,159583502921.667,212887922298.586
ESP,2004,180375685449.519,256792626606.645
ESP,2005,192787684235.363,289584862422.437
ESP,2006,213990071795.937,329796206325.133
ESP,2007,253778450063.388,391306613821.525
ESP,2008,279197236819.529,418707464845.608
ESP,2009,223097750727.374,287479841518.981
ESP,2010,247565705857.749,318163804073.598
ESP,2011,299207388481.339,366058447245.896
ESP,2012,290680282207.518,331680209906.574
ESP,2013,313106419630.529,335251391809.174
ESP,2014,319651825040.681,352758967443.259
ESP,2015,276958511714.4,304708110644.925
ESP,2016,283761065862.3,302931264697.779
ESP,2017,311953394805.861,341650733518.127
ESP,2018,346064315051.142,391056705310.092
ESP,2019,337202601407.811,375470067282.007
ESP,2020,312080513421.152,329738801365.615
ESP,2021,391558519476.67,426059816727.044
ESP,2022,424286054809.902,499055069367.492
ESP,2023,420169591002.546,469043091352.087
ESP,2024,403702939155.814,451303134202.679
EST,1995,1840378240.0,2546270976.0
EST,1996,2077993472.0,3223890944.0
EST,1997,2935698944.0,4437264896.0
EST,1998,3244834048.0,4786737664.0
EST,1999,3017194127.0,4109452226.0
EST,2000,3829703514.0,5051531691.0
EST,2001,3996831790.0,5207843491.0
EST,2002,4341041344.0,5864475519.0
EST,2003,5629181510.0,7944175480.0
EST,2004,6525925372.0,9057513701.45
EST,2005,8245446243.67,11015567284.48
EST,2006,10040854714.63,14648001173.59
EST,2007,11738645631.26,16651316089.67
EST,2008,13698897452.38,17333687250.34
EST,2009,10446001821.23,11336418148.55
EST,2010,12811364478.0,13196568155.0
EST,2011,18139131426.0,18963366160.0
EST,2012,18161223711.0,20070375616.0
EST,2013,18284136368.0,20186202053.0
EST,2014,17465559809.0,20184649524.0
EST,2015,13907609950.0,15731849158.0
EST,2016,13967429425.785,15682263347.61
EST,2017,15387735462.712,17372913325.616
EST,2018,17851477710.699,19826320836.843
EST,2019,16807408470.226,18669106128.528
EST,2020,16901599064.09,17764140292.59
EST,2021,22303230971.07,24203348934.94
EST,2022,23600194188.92,27535703192.88
EST,2023,20108196603.0,23437466334.43
EST,2024,19773052159.12,22671636104.72
ETH,1995,421935072.0,1141000448.0
ETH,1997,553974976.0,1113276032.0
ETH,1998,560282816.0,1458664576.0
ETH,1999,448578976.0,1385755264.0
ETH,2000,482293687.854,1260492863.228
ETH,2001,386374914.521,1811180301.153
ETH,2002,417009825.502,1581557226.778
ETH,2003,512103979.051,2384895086.641
ETH,2004,614850494.766,2873069431.427
ETH,2005,1011229585.986,4454732235.817
ETH,2006,948915180.262,5309100236.213
ETH,2007,739377028.617,5797370611.099
ETH,2008,860015646.274,8566248223.16
ETH,2009,906914907.898,7938371719.646
ETH,2010,1331069300.07,8597015273.482
ETH,2011,1746547733.321,9146409861.307
ETH,2012,1984734051.374,12411342299.236
ETH,2013,1866995119.134,12076122101.602
ETH,2014,2312018168.307,16724467933.906
ETH,2015,2023552443.102,17685578211.976
ETH,2016,1988502929.813,17451145266.389
ETH,2017,2305900977.615,15758882146.875
ETH,2018,1548554591.716,14985595756.567
ETH,2019,2683752373.01,15533415853.65
ETH,2020,2533277228.8,14090449257.25
ETH,2021,3057628826.59,15284934933.46
ETH,2022,3085116109.034,16537801018.968
ETH,2023,2859456865.95,17050150860.951
FIN,1988,21662210048.0,20920432640.0
FIN,1989,23270098944.0,24613038080.0
FIN,1990,26649989120.0,27004112896.0
FIN,1991,23017195520.0,21788467200.0
FIN,1992,23952158720.0,21176002560.0
FIN,1993,23473397760.0,18032754688.0
FIN,1994,29761130496.0,23357644800.0
FIN,1995,40408522752.0,29519845376.0
FIN,1996,40561508352.0,30859608064.0
FIN,1997,40980000768.0,31001018368.0
FIN,1998,43210153984.0,32394584064.0
FIN,1999,41765477900.0,31614075338.0
FIN,2000,45474931211.0,33886398313.0
FIN,2001,44300007648.0,33267927177.0
FIN,2002,44517737827.0,33440047097.0
FIN,2003,52509302880.0,41593247970.0
FIN,2004,60918355298.0,50678021636.0
FIN,2005,65238316354.0,58472542339.0
FIN,2006,77279102962.0,69427442555.0
FIN,2007,89798884876.0,81576271859.0
FIN,2008,96896070517.0,92189842878.0
FIN,2009,62860482542.0,60830316844.0
FIN,2010,70116501475.0,68767143783.0
FIN,2011,78794218004.0,83861658166.0
FIN,2012,72974489144.0,76089021011.0
FIN,2013,74445385637.0,77587001767.0
FIN,2014,74338833529.0,76773254674.0
FIN,2015,59682311206.0,60174387730.0
FIN,2016,57325871718.0,60501949554.0
FIN,2017,67280640848.379,70100319875.007
FIN,2018,75258290459.809,78352161411.624
FIN,2019,72839176013.257,73719857019.413
FIN,2020,65606975840.161,68266522010.137
FIN,2021,81500265209.305,86263574423.987
FIN,2022,86228240180.829,97374453184.738
FIN,2023,82567752672.758,83093614764.398
FIN,2024,78154636530.643,80413668151.791
FJI,2000,465940021.0,772274302.0
FJI,2001,460582117.0,737241741.0
FJI,2002,522580368.0,795263124.0
FJI,2003,503139384.0,1079933328.0
FJI,2004,552813560.0,1271955248.0
FJI,2005,701701255.0,1607296081.0
FJI,2006,678907787.0,1803873354.0
FJI,2007,745733491.0,1779736173.0
FJI,2008,921911052.0,2263879602.0
FJI,2009,628674985.0,1437019307.0
FJI,2010,841361398.0,1808458769.0
FJI,2011,1069470694.0,2181871998.0
FJI,2012,1220602428.0,2252597634.0
FJI,2013,1107989820.0,2825730405.0
FJI,2014,1373264431.0,3250463580.0
FJI,2015,981240570.632,2267694584.053
FJI,2016,922037487.006,2301660539.769
FJI,2017,1036149194.122,2406005392.938
FJI,2018,1006818442.03,2729102104.728
FJI,2019,965150137.642,2781213915.378
FJI,2020,826234806.79,1730545905.907
FJI,2021,815335653.153,2115649940.485
FJI,2022,1055229207.466,2997429398.115
FJI,2023,1067689697.639,3100455051.616
FJI,2024,1133405820.183,3096120802.516
FRA,1994,233307193344.0,228281548800.0
FRA,1995,284045606912.0,273387339776.0
FRA,1996,283901198336.0,274913755136.0
FRA,1997,283345616896.0,266575347712.0
FRA,1998,300571066368.0,286035836928.0
FRA,1999,296025161728.0,286592827392.0
FRA,2000,295345419474.0,303757850581.0
FRA,2001,289599104778.0,293865640535.0
FRA,2002,304891879379.0,303831441914.0
FRA,2003,358131717318.0,362517303508.0
FRA,2004,413708421587.0,434241852984.0
FRA,2005,434354245109.0,475856799498.0
FRA,2006,479012852041.0,529902263137.0
FRA,2007,539730711536.0,611364435458.0
FRA,2008,594504995007.0,695004283255.0
FRA,2009,464112810974.0,540502282883.0
FRA,2010,511651042741.0,599171506084.0
FRA,2011,585723823817.0,713675253798.0
FRA,2012,558460545476.0,666675230977.0
FRA,2013,567987697540.0,671253553277.0
FRA,2014,566656165381.0,659872076384.0
FRA,2015,493941214224.0,563398247561.0
FRA,2016,488885072443.0,560554862702.0
FRA,2017,523385133284.496,613132639717.873
FRA,2018,568535879844.931,659374522338.024
FRA,2019,556364114008.325,643208112669.297
FRA,2020,487987460594.82,580805912500.151
FRA,2021,585395916302.973,715858934243.614
FRA,2022,618298750164.703,819397544527.594
FRA,2023,640201369780.317,777131874767.305
FRO,1996,422306496.0,370150528.0
FRO,1997,383610688.0,350133024.0
FRO,1998,430419552.0,378312224.0
FRO,1999,477880406.0,477465030.0
FRO,2000,476729053.0,532820288.0
FRO,2001,521707282.0,499838537.0
FRO,2002,542029275.0,495688932.0
FRO,2003,599298534.0,739888997.0
FRO,2004,620097024.0,628549861.0
FRO,2005,601764406.0,746636147.0
FRO,2006,630967180.0,783239856.0
FRO,2007,746230393.0,1015836717.0
FRO,2008,852090544.0,988075789.0
FRO,2009,761743826.0,783439826.0
FSM,2002,14441104.0,104290000.0
FSM,2003,18206369.0,104997539.0
FSM,2004,14002604.0,132527887.0
FSM,2005,12984435.0,128306349.0
FSM,2006,8922341.0,137993165.0
FSM,2007,16189640.0,145707441.0
FSM,2008,21193756.0,160482791.0
FSM,2009,18318508.0,171004775.0
FSM,2010,22738754.0,167892724.0
FSM,2011,36693832.0,188080842.0
FSM,2012,45090130.0,193645159.0
FSM,2013,27621441.0,187692299.0
GAB,1993,2637019136.0,774905152.0
GAB,1994,2391037952.0,707508032.0
GAB,1996,3145602816.0,898120320.0
GAB,1997,2631111668.0,986852282.0
GAB,1998,2602773532.0,1209275733.0
GAB,1999,2072117903.0,899443356.0
GAB,2000,2601484084.0,951688753.0
GAB,2001,2520872259.0,1001078714.0
GAB,2002,2411129826.0,744375692.0
GAB,2003,2826852075.0,833694509.0
GAB,2004,2786374933.217,966945378.498
GAB,2005,5068411758.0,1451090861.0
GAB,2006,6015409905.0,1725735330.0
GAB,2007,6302024820.0,2110233043.0
GAB,2008,9565944258.0,2563071485.0
GAB,2009,5355977813.0,2500862251.0
GAB,2010,8686266905.426,2985677446.633
GAB,2011,5204267218.23,2863502440.068
GAB,2012,12128808585.042,5541197768.618
GAB,2013,13039305888.302,6536703676.559
GAB,2014,13913850951.499,9563639432.261
GAB,2015,10653514596.824,6120982672.298
GAB,2016,9503498983.655,6172323749.42
GAB,2017,5771027203.205,3844513002.082
GAB,2018,8583858209.843,3492938523.892
GAB,2019,7713542886.906,3874468700.474
GAB,2020,7344786430.509,3483699203.703
GAB,2021,8031167846.494,3646230358.347
GAB,2022,10470456478.608,4059690666.637
GAB,2023,12694967528.557,4217063693.134
GBR,1993,167411728384.0,195956785152.0
GBR,1994,198797344768.0,223955009536.0
GBR,1995,234372202496.0,261456478208.0
GBR,1996,253622091776.0,282720141312.0
GBR,1997,278906969481.0,305135405241.0
GBR,1998,270295285330.0,311879512480.0
GBR,1999,265442493128.0,315333083128.0
GBR,2000,294899046600.0,374702690648.0
GBR,2001,279425458536.0,358702944795.0
GBR,2002,285996254299.0,372059498514.0
GBR,2003,312059899702.0,425369491041.0
GBR,2004,355027953622.0,502886191564.0
GBR,2005,392744018675.0,528460952104.0
GBR,2006,458598557420.0,614811651266.0
GBR,2007,454005489911.0,679917917606.0
GBR,2008,482020961916.0,705344160844.0
GBR,2009,359615540058.0,552042034589.0
GBR,2010,422014118473.0,627617523093.0
GBR,2011,517288693419.0,717606233152.0
GBR,2012,481225753723.0,689137011265.0
GBR,2013,548041853304.0,657222527853.0
GBR,2014,511145442935.0,694344323261.0
GBR,2015,466295682754.0,630251057548.0
GBR,2016,411463355625.0,636367936193.0
GBR,2017,441847324214.296,640907688603.23
GBR,2018,490840363553.577,671694257766.444
GBR,2019,468322416147.586,692494170352.687
GBR,2020,395692086586.138,634174870301.665
GBR,2021,470547786029.463,688236538506.736
GBR,2022,535135287544.473,821631452550.547
GBR,2023,521207222955.329,791657207072.251
GBR,2024,512782017359.88,815431342071.743
GEO,1996,198765525.0,686782731.0
GEO,1997,239786238.0,941717999.0
GEO,1998,192322511.0,880380304.0
GEO,1999,238166192.0,603134080.0
GEO,2000,322748680.0,709376222.0
GEO,2001,317636108.0,753227816.0
GEO,2002,345933475.0,795539063.0
GEO,2003,461405611.0,1141164677.0
GEO,2004,646902963.0,1845554935.0
GEO,2005,865454199.0,2489951668.0
GEO,2006,935139221.0,3674472790.0
GEO,2007,1232361132.0,5214130644.0
GEO,2008,1497484598.0,6055674849.0
GEO,2009,1133629367.0,4475317732.0
GEO,2010,1677298831.0,5235753083.0
GEO,2011,2186407408.0,7071608599.0
GEO,2012,2376634360.0,8053871503.0
GEO,2013,2910581723.0,8022261386.0
GEO,2014,2861043297.84,8601807238.84
GEO,2015,2204174681.43,7304131181.5
GEO,2016,2117130707.57,7341675727.62
GEO,2017,2745659259.37,8057081812.77
GEO,2018,3379649512.54,9361234987.34
GEO,2019,3797965693.75,9518320313.89
GEO,2020,3340697557.13,8049010240.54
GEO,2021,4242512935.07,10098566979.08
GEO,2022,5583425393.76,13547651784.09
GEO,2023,6090504274.431,15604532383.426
GEO,2024,6560376870.41,16874848996.94
GHA,1996,2466951168.0,2480808448.0
GHA,1997,1634695808.0,3352422912.0
GHA,1998,1157985152.0,2911292416.0
GHA,1999,1269734144.0,3003758336.0
GHA,2000,1574112997.0,2900560530.0
GHA,2001,1038374515.0,3153813464.0
GHA,2002,,2708252300.0
GHA,2003,2324299058.0,3210187242.0
GHA,2004,2450542925.0,4073953957.0
GHA,2005,3059743451.0,4878389271.0
GHA,2006,3613993659.0,5328824601.0
GHA,2007,3533792022.0,7278290001.0
GHA,2008,3809918541.0,8536051306.0
GHA,2009,5070533314.0,6464802527.0
GHA,2010,5233153666.655,8052406866.744
GHA,2011,18146652693.0,12602676328.0
GHA,2012,15761184044.0,13578112617.0
GHA,2013,12643899375.0,12787233399.0
GHA,2014,15504399180.588,16786416795.195
GHA,2015,13755564937.275,14687476669.332
GHA,2016,10655796413.0,11361004402.0
GHA,2017,14358509951.987,12718141844.093
GHA,2018,17099588399.661,11880470763.49
GHA,2019,16768275189.922,10439795453.291
GHA,2021,14823232488.086,17848192165.582
GHA,2022,17378757386.89,17962659788.548
GHA,2023,16874662286.131,16394367827.129
GIN,1995,701860800.0,818508544.0
GIN,1996,709236800.0,647662144.0
GIN,1997,684462720.0,619702464.0
GIN,1998,562858688.0,536579328.0
GIN,1999,473871648.0,555924928.0
GIN,2000,529465775.0,616365050.0
GIN,2001,572781490.0,597420096.0
GIN,2002,526592961.0,667967156.0
GIN,2004,628664123.0,955010071.0
GIN,2005,795731590.0,1647816120.0
GIN,2006,770490807.0,1063903656.0
GIN,2007,1058982940.0,1281496275.0
GIN,2008,1430535075.0,1835483106.0
GIN,2013,1780483526.0,2401047295.0
GIN,2014,1946667588.0,2509210143.0
GIN,2015,1573675202.0,2138647793.0
GIN,2016,2394528520.95,3463051094.18
GLP,1994,152258576.0,1539207552.0
GLP,1995,161973776.0,1901305728.0
GMB,1995,18737044.0,214548672.0
GMB,1996,12829970.0,219176944.0
GMB,1997,8648743.0,256046064.0
GMB,1998,25635162.0,257190352.0
GMB,1999,12287982.0,192156944.0
GMB,2000,16130301.71,190383308.006
GMB,2001,8920474.368,133520966.616
GMB,2002,17316009.81,160968830.512
GMB,2003,2689160.522,158526098.624
GMB,2004,17152498.594,236599131.078
GMB,2005,4600450.235,260400046.444
GMB,2006,10226553.089,257934655.852
GMB,2007,12163635.93,322690855.258
GMB,2008,11843986.296,287918371.344
GMB,2009,34804467.827,270136848.611
GMB,2010,65111295.308,225088303.859
GMB,2011,95533564.437,340350569.711
GMB,2012,118765052.655,380338909.693
GMB,2013,106997406.292,348344051.184
GMB,2014,104566721.94,384408284.86
GMB,2015,83324015.231,391476421.776
GMB,2016,34290937.097,366403726.521
GMB,2017,13807872.0,460705804.255
GMB,2018,11428464.874,466239674.069
GMB,2019,24602270.893,494031876.325
GMB,2020,25860014.202,553142583.395
GMB,2021,26401460.44,708379309.7
GMB,2022,54912295.784,914919110.614
GMB,2023,83449801.594,2447864236.075
GNB,2003,61366793.0,63867748.0
GNB,2004,54124875.0,57146685.0
GNB,2005,23244874.0,111684811.0
GNB,2014,112073837.59,135631590.04
GNB,2015,327223975.778,152753310.501
GNB,2016,176263505.969,120971519.806
GNB,2017,189269289.71,176913679.322
GNB,2018,244798758.114,165737266.64
GRC,1988,5430287360.0,12254952448.0
GRC,1989,7543195136.0,16127107072.0
GRC,1990,8059650048.0,19777003520.0
GRC,1992,9838260224.0,23451555840.0
GRC,1993,8783706112.0,22004453376.0
GRC,1994,9398983808.0,21491556863.0
GRC,1995,10954619904.0,25926758400.0
GRC,1996,11879593984.0,28418924544.0
GRC,1997,11166989312.0,26970617856.0
GRC,1998,10867735552.0,30266642432.0
GRC,1999,11035073886.0,30434422777.0
GRC,2000,10847422723.0,29486860105.0
GRC,2001,10402391191.0,28434455939.0
GRC,2002,10327361391.0,31299036006.0
GRC,2003,13655065868.0,44854519863.0
GRC,2004,15246705800.0,52810385204.0
GRC,2005,17434446631.0,54893897323.0
GRC,2006,20942761761.0,63738963855.0
GRC,2007,23504156356.0,76099246073.0
GRC,2008,31127436552.0,94347055932.0
GRC,2009,24236625001.0,71538438052.0
GRC,2010,27585695544.0,66452642920.0
GRC,2011,33377038760.0,66692056018.0
GRC,2012,35151146150.0,62504427046.0
GRC,2013,36261644044.0,61148119836.0
GRC,2014,35755371471.0,62180636372.0
GRC,2015,28289236579.0,47263979668.0
GRC,2016,27810924841.0,47595035419.0
GRC,2017,32154816405.638,55300597553.13
GRC,2018,39490521437.854,65141447585.19
GRC,2019,37885526504.371,62198045283.381
GRC,2020,35070461605.836,55533637799.335
GRC,2021,47244277316.697,77285028307.198
GRC,2022,57568024971.028,97970295871.644
GRC,2023,55051586783.705,88606155533.414
GRC,2024,53357148958.598,89273160391.125
GRD,1993,22416236.0,125228256.0
GRD,1994,23346310.0,119072192.0
GRD,1995,21738262.0,128901864.0
GRD,1996,19773284.0,151361984.0
GRD,1997,25964948.0,167667600.0
GRD,1998,40593068.0,200001152.0
