country,year,ILO
MEX,2024,14413.185
MEX,2023,14491.937
MEX,2022,14071.736
MEX,2021,12793.004
MEX,2020,12005.911
MEX,2019,13099.109
MEX,2018,12940.042
MEX,2017,12522.445
MEX,2016,12158.699
MEX,2015,11690.79
MEX,2014,11265.229
MEX,2013,10999.222
MEX,2012,10715.387
MEX,2011,10458.597
MEX,2010,10389.77
MEX,2009,9983.676
MEX,2008,10321.706
MEX,2007,10382.372
MEX,2006,10181.7
MEX,2005,9816.401
MEX,2004,12003.08
MEX,2003,11693.024
MEX,2002,11598.316
MHL,2021,1.68
MHL,2019,2.554
MKD,2024,212.289
MKD,2023,212.347
MKD,2022,209.043
MKD,2021,243.923
MKD,2020,244.529
MKD,2019,247.902
MKD,2018,236.948
MKD,2017,225.581
MKD,2016,219.014
MKD,2015,214.668
MKD,2014,209.529
MKD,2013,206.259
MKD,2012,194.312
MKD,2011,192.578
MKD,2010,177.738
MKD,2009,185.891
MKD,2008,190.53
MKD,2007,184.758
MKD,2006,184.012
MLI,2022,564.395
MLI,2020,580.35
MLI,2018,455.535
MLI,2017,495.345
MLI,2016,366.634
MLI,2015,481.088
MLI,2014,458.141
MLI,2013,350.245
MLI,2009,305.81
MLT,2023,54.475
MLT,2022,48.59
MLT,2021,48.484
MLT,2020,47.853
MLT,2019,48.636
MLT,2018,44.383
MLT,2017,43.635
MLT,2016,41.326
MLT,2015,39.645
MLT,2014,39.415
MLT,2013,39.164
MLT,2012,38.392
MLT,2011,40.85
MLT,2010,41.492
MLT,2009,39.9
MLT,2008,40.54
MLT,2007,40.893
MLT,2006,42.838
MLT,2005,44.581
MLT,2004,43.008
MLT,2003,44.47
MLT,2002,46.983
MLT,2001,45.609
MLT,2000,46.826
MMR,2020,4138.044
MMR,2019,3733.526
MMR,2018,3893.997
MMR,2017,3496.696
MMR,2015,3638.22
MNE,2023,51.3
MNE,2022,47.84
MNE,2021,35.984
MNE,2020,40.436
MNE,2019,47.327
MNE,2018,44.87
MNE,2017,39.172
MNE,2016,39.157
MNE,2015,38.717
MNE,2014,37.976
MNE,2013,35.897
MNE,2012,35.028
MNE,2011,37.198
MNG,2023,294.729
MNG,2022,299.818
MNG,2021,267.882
MNG,2020,251.508
MNG,2019,254.376
MNG,2018,258.264
MNG,2017,238.005
MNG,2016,217.983
MNG,2015,233.542
MNG,2014,230.141
MNG,2013,225.346
MNG,2012,191.976
MNG,2011,178.49
MNG,2010,167.83
MNG,2009,139.532
MNG,2008,137.022
MNG,2006,122.997
MNG,2003,102.864
MNG,2000,80.582
MOZ,2022,777.074
MOZ,2015,760.843
MSR,2020,0.35
MUS,2023,117.39
MUS,2022,118.446
MUS,2021,107.028
MUS,2019,131.803
MUS,2018,130.918
MUS,2017,134.3
MUS,2016,141.077
MUS,2015,136.19
MUS,2014,139.756
MUS,2013,141.142
MUS,2012,141.976
MUS,2011,141.228
MUS,2010,145.447
MUS,2009,147.882
MUS,2008,155.504
MUS,2007,194.173
MUS,2006,155.195
MUS,2005,158.935
MUS,2004,163.027
MUS,2003,172.548
MUS,2002,171.95
MUS,2001,165.78
MWI,2013,424.904
MYS,2014,3881.7
MYS,2013,3841.0
MYS,2012,3662.1
MYS,2011,3591.9
MYS,2010,3266.2
MYS,2009,2943.8
MYS,2000,2347.1
NAM,2018,117.228
NAM,2016,127.941
NAM,2014,104.531
NAM,2013,97.894
NAM,2012,86.396
NAM,2010,75.717
NER,2022,862.329
NER,2019,598.952
NER,2017,515.773
NGA,2019,9021.08
NGA,2013,6752.514
NGA,2011,5387.466
NIC,2014,466.016
NIC,2012,477.62
NIC,2001,336.581
NIU,2022,0.089
NIU,2017,0.111
NLD,2023,1377.427
NLD,2022,1343.335
NLD,2021,1284.16
NLD,2020,1267.309
NLD,2019,1291.961
NLD,2018,1286.288
NLD,2017,1289.997
NLD,2016,1255.259
NLD,2015,1271.698
NLD,2014,1224.959
NLD,2013,1279.207
NLD,2012,1317.714
NLD,2011,1247.498
NLD,2010,1323.446
NLD,2009,1405.869
NLD,2008,1511.594
NLD,2007,1562.171
NLD,2006,1560.859
NLD,2005,1567.611
NLD,2004,1548.68
NLD,2003,1562.179
NLD,2002,1554.433
NLD,2001,1643.903
NLD,2000,1588.675
NOR,2023,538.629
NOR,2022,541.974
NOR,2021,526.434
NOR,2020,530.51
NOR,2019,534.148
NOR,2018,511.312
NOR,2017,518.231
NOR,2016,512.962
NOR,2015,526.636
NOR,2014,538.317
NOR,2013,522.297
NOR,2012,526.175
NOR,2011,507.273
NOR,2010,505.403
NOR,2009,501.925
NOR,2008,528.627
NOR,2007,510.768
NOR,2006,496.937
NOR,2005,475.777
NOR,2004,472.29
NOR,2003,490.193
NOR,2002,496.563
NOR,2001,494.65
NOR,2000,494.419
NPL,2017,2184.699
NPL,2008,909.509
NRU,2021,0.205
NRU,2013,0.947
OMN,2021,710.085
OMN,2020,727.29
PAK,2021,15677.022
PAK,2019,14363.932
PAK,2018,14941.746
PAK,2016,13952.537
PAK,2015,13277.481
PAK,2014,12429.473
PAK,2013,12302.794
PAK,2012,7638.077
PAK,2011,11184.937
PAK,2010,10578.651
PAK,2009,10116.974
PAK,2008,8038.035
PAK,2007,6229.405
PAK,2006,7472.848
PAK,2005,5689.343
PAN,2024,327.402
PAN,2023,338.29
PAN,2022,162.038
PAN,2021,293.25
PAN,2020,301.138
PAN,2019,340.142
PAN,2018,350.418
PAN,2017,331.245
PAN,2016,325.672
PAN,2015,324.461
PAN,2014,340.37
PAN,2013,336.699
PAN,2012,295.028
PAN,2011,288.218
PAN,2010,272.255
PAN,2009,276.25
PAN,2008,264.56
PAN,2003,164.788
PER,2024,2969.753
PER,2023,2879.787
PER,2022,2958.502
PER,2021,3010.807
PER,2020,2498.23
PER,2019,2935.975
PER,2018,2894.809
PER,2017,2859.054
PER,2016,2927.075
PER,2015,2942.643
PER,2014,2917.783
PER,2013,2978.44
PER,2012,2946.699
PER,2011,2772.219
PER,2010,2775.566
PER,2009,2634.253
PER,2008,2564.86
PER,2007,2469.77
PER,2006,2143.565
PER,2005,1973.477
PER,2004,1983.866
PER,2003,1724.84
PER,2002,1763.118
PER,2001,1766.28
PER,2000,1641.695
PHL,2022,8454.366
PHL,2021,7745.66
PHL,2020,7206.306
PHL,2019,8110.727
PHL,2018,7846.222
PHL,2017,7370.042
PHL,2016,7159.489
PHL,2015,6337.248
PHL,2014,6070.085
PHL,2013,5936.905
PHL,2012,5743.094
PLW,2020,1.578
PLW,2014,0.638
PNG,2022,303.411
PNG,2010,109.098
POL,2023,5019.521
POL,2022,5137.889
POL,2021,5121.356
POL,2020,5097.331
POL,2019,5260.325
POL,2018,5218.852
POL,2017,5180.463
POL,2016,5074.232
POL,2015,4896.364
POL,2014,4827.079
POL,2013,4739.266
POL,2012,4735.353
POL,2011,4769.163
POL,2010,4681.436
POL,2009,4924.998
POL,2008,5039.086
POL,2007,4681.342
POL,2006,4373.813
POL,2005,4127.135
POL,2004,3976.099
POL,2003,11848.244
POL,2002,12049.771
POL,2001,12538.649
POL,2000,4481.052
PRI,2020,161.251
PRI,2015,170.437
PRT,2024,1262.334
PRT,2023,1286.87
PRT,2022,1228.735
PRT,2021,1176.601
PRT,2020,1193.334
PRT,2019,1206.555
PRT,2018,1204.605
PRT,2017,1173.929
PRT,2016,1123.516
PRT,2015,1104.67
PRT,2014,1070.216
PRT,2013,1046.507
PRT,2012,1140.965
PRT,2011,1271.429
PRT,2010,1335.09
PRT,2009,1381.505
PRT,2008,1483.417
PRT,2007,1540.04
PRT,2006,1539.429
PRT,2005,1533.744
PRT,2004,1574.942
PRT,2003,1665.594
PRT,2002,1722.571
PRT,2001,1712.362
PRT,2000,1730.183
PRY,2024,549.281
PRY,2023,583.405
PRY,2022,652.239
PRY,2021,674.893
PRY,2020,630.389
PRY,2019,613.874
PRY,2018,615.327
PRY,2017,626.373
PRY,2016,606.257
PRY,2015,642.103
PRY,2014,607.828
PRY,2013,557.758
PRY,2012,532.02
PRY,2011,525.268
PRY,2010,538.67
PRY,2009,498.702
PRY,2008,494.427
PRY,2007,466.423
PRY,2006,406.604
PRY,2005,388.789
PRY,2004,397.376
PRY,2003,352.176
PRY,2002,326.323
PRY,2001,350.962
PSE,2024,189.246
PSE,2022,370.427
PSE,2021,330.152
PSE,2020,293.238
PSE,2019,307.765
PSE,2018,299.286
PSE,2017,292.809
PSE,2016,284.052
PSE,2015,266.877
PSE,2014,249.976
PSE,2013,243.166
PSE,2012,225.522
PSE,2011,159.824
PSE,2010,182.419
PSE,2009,172.298
PSE,2008,153.722
PSE,2007,164.063
PSE,2006,150.578
PSE,2005,157.245
PSE,2004,134.388
PSE,2003,137.651
PSE,2002,107.081
PSE,2001,135.606
PSE,2000,196.82
QAT,2013,794.663
QAT,2010,697.833
REU,2012,31.239
ROU,2023,2552.501
ROU,2022,2562.877
ROU,2021,2554.89
ROU,2020,2533.187
ROU,2019,2610.394
ROU,2018,2609.235
ROU,2017,2611.946
ROU,2016,2524.562
ROU,2015,2429.111
ROU,2014,2491.779
ROU,2013,2418.09
ROU,2012,2427.219
ROU,2011,2435.979
ROU,2010,2467.044
ROU,2009,2774.523
ROU,2008,2960.8
ROU,2007,2937.476
ROU,2006,2853.061
ROU,2005,2775.812
ROU,2004,2883.467
ROU,2003,2729.325
ROU,2002,2889.805
ROU,2001,2793.276
ROU,2000,2810.788
RUS,2023,19103.142
RUS,2022,18923.365
RUS,2021,18516.059
RUS,2020,18166.924
RUS,2019,18703.123
RUS,2018,18855.476
RUS,2017,18918.438
RUS,2016,18909.533
RUS,2015,19056.503
RUS,2014,19096.21
RUS,2013,19177.347
RUS,2012,19261.154
RUS,2011,18879.514
RUS,2010,18796.184
RUS,2009,19023.588
RWA,2024,768.569
RWA,2023,665.218
RWA,2022,614.009
RWA,2021,566.809
RWA,2020,742.302
RWA,2019,613.986
RWA,2018,606.301
RWA,2017,498.908
RWA,2014,434.17
SDN,2022,1163.959
SDN,2008,1108.523
SEN,2022,1194.923
SEN,2019,976.579
SEN,2016,469.673
SEN,2015,442.166
SGP,2024,335.024
SGP,2023,325.639
SGP,2022,342.33
SGP,2021,330.084
SGP,2020,310.2
SGP,2019,312.4
SGP,2018,332.2
SGP,2017,324.1
SGP,2016,328.4
SGP,2015,349.2
SGP,2014,347.5
SGP,2013,381.9
SLB,2013,33.901
SLE,2018,270.611
SLE,2014,97.993
SLV,2023,686.639
SLV,2022,670.177
SLV,2021,660.872
SLV,2020,638.952
SLV,2019,654.577
SLV,2018,624.874
SLV,2017,602.314
SLV,2016,575.368
SLV,2015,591.476
SLV,2014,552.33
SLV,2013,535.222
SLV,2012,536.921
SLV,2011,520.964
SLV,2010,512.02
SLV,2009,488.313
SOM,2019,177.274
SRB,2024,840.034
SRB,2023,836.198
SRB,2022,836.87
SRB,2021,814.992
SRB,2020,808.71
SRB,2019,795.411
SRB,2018,761.889
SRB,2017,706.958
SRB,2016,664.202
SRB,2015,629.596
SRB,2014,631.124
SRB,2013,597.471
SRB,2012,589.47
SRB,2011,603.821
SRB,2010,612.949
SRB,2009,661.51
SRB,2008,739.124
SRB,2007,801.048
SSD,2008,58.508
STP,2017,3.113
SUR,2016,47.577
SUR,2015,31.241
SUR,2013,31.874
SVK,2023,686.884
SVK,2022,932.917
SVK,2021,710.483
SVK,2020,924.785
SVK,2019,932.518
SVK,2018,937.313
SVK,2017,940.547
SVK,2016,229.686
SVK,2015,661.109
SVK,2014,876.037
SVK,2013,626.092
SVK,2012,874.304
SVK,2011,218.245
SVK,2010,642.749
SVK,2009,897.633
SVK,2008,976.541
SVK,2007,928.254
SVK,2006,893.066
SVK,2005,858.903
SVK,2004,846.546
SVK,2003,829.047
SVK,2002,816.885
SVK,2001,798.307
SVK,2000,782.889
SVN,2023,316.483
SVN,2022,296.353
SVN,2021,290.22
SVN,2020,331.486
SVN,2019,333.207
SVN,2018,324.929
SVN,2017,317.016
SVN,2016,301.125
SVN,2015,290.068
SVN,2014,281.895
SVN,2013,279.728
SVN,2012,284.566
SVN,2011,294.903
SVN,2010,313.491
SVN,2009,323.418
SVN,2008,348.225
SVN,2007,343.37
SVN,2006,339.571
SVN,2005,350.141
SVN,2004,340.128
SVN,2003,330.555
SVN,2002,355.12
SVN,2001,349.134
SVN,2000,334.293
SWE,2023,919.269
SWE,2022,898.405
SWE,2021,911.236
SWE,2020,920.853
SWE,2019,940.2
SWE,2018,922.171
SWE,2017,907.598
SWE,2016,887.869
SWE,2015,878.775
SWE,2014,882.813
SWE,2013,896.444
SWE,2012,910.194
SWE,2011,917.689
SWE,2010,898.022
SWE,2009,904.047
SWE,2008,975.167
SWE,2007,979.369
SWE,2006,967.839
SWE,2005,951.161
SWE,2004,963.475
SWE,2003,982.113
SWE,2002,996.892
SWE,2001,1028.179
SWE,2000,1004.772
SWZ,2023,53.244
SWZ,2021,45.966
SWZ,2016,69.977
SYC,2023,12.646
SYC,2020,6.465
SYC,2019,6.21
SYC,2018,6.139
SYC,2017,6.418
SYC,2016,6.523
SYC,2015,4.064
SYC,2014,7.168
TCD,2018,383.514
TGO,2022,613.367
TGO,2017,408.766
TGO,2015,313.793
TGO,2011,364.843
TGO,2010,347.232
THA,2024,8844.382
THA,2023,8741.86
THA,2022,8711.086
THA,2021,8396.659
THA,2020,8504.42
THA,2019,8592.172
THA,2018,8634.897
THA,2017,8558.259
THA,2016,8924.345
THA,2015,9002.443
THA,2014,8954.178
THA,2013,8199.939
THA,2012,7837.876
THA,2011,7639.084
THA,2010,7852.411
THA,2007,7100.041
THA,2000,5376.408
TJK,2016,701.02
TJK,2009,312.867
TJK,2007,306.292
TJK,2003,222.492
TLS,2022,14.574
TLS,2021,31.532
TLS,2016,39.418
TLS,2015,9.927
TLS,2013,26.572
TLS,2010,23.35
TLS,2007,2.859
TLS,2001,9.404
TON,2023,7.624
TON,2021,10.279
TON,2018,8.582
TON,2016,9.28
TTO,2023,143.356
TTO,2022,136.954
TTO,2021,136.307
TTO,2020,136.049
TTO,2019,150.784
TTO,2016,167.466
TTO,2015,173.483
TTO,2014,177.968
TTO,2013,179.042
TTO,2012,176.466
TTO,2011,173.139
TUN,2019,1218.019
TUN,2014,770.383
TUN,2010,1072.244
TUN,2009,1013.113
TUR,2023,8720.976
TUR,2022,8513.111
TUR,2021,7945.913
TUR,2020,7033.769
TUR,2019,7109.372
TUR,2018,7661.667
TUR,2017,7482.55
TUR,2016,7286.867
TUR,2015,7246.414
TUR,2014,7222.759
TUR,2013,6734.761
TUR,2012,6459.845
TUR,2011,6377.042
TUR,2010,5924.298
TUR,2009,5382.028
TUR,2008,5681.997
TUR,2007,5549.928
TUR,2006,5469.805
TUR,2005,5289.768
TUR,2004,4895.424
TUR,2003,1147.807
TUR,2002,1181.063
TUR,2000,1536.482
TUV,2022,0.598
TUV,2017,0.584
TUV,2016,0.388
TZA,2020,1986.834
TZA,2014,1323.378
TZA,2012,1252.463
TZA,2010,1425.948
TZA,2006,898.499
TZA,2001,434.885
UGA,2021,1283.249
UGA,2019,1324.332
UGA,2017,970.012
UGA,2014,728.607
UGA,2012,849.833
UGA,2011,409.473
UGA,2010,553.55
UKR,2021,3957.655
UKR,2020,3956.818
UKR,2019,4163.208
UKR,2018,3977.499
UKR,2017,3925.2
UKR,2016,3946.3
UKR,2015,4059.9
UKR,2014,4724.4
UKR,2013,5061.4
UKR,2012,5252.2
UKR,2011,5214.8
URY,2023,320.016
URY,2022,299.101
URY,2021,297.822
URY,2020,282.101
URY,2019,307.898
URY,2018,314.045
URY,2017,324.355
URY,2016,329.908
URY,2015,337.318
URY,2014,347.419
URY,2013,348.959
URY,2012,330.192
URY,2011,341.085
URY,2010,333.782
URY,2009,293.414
URY,2008,293.957
URY,2007,287.478
URY,2006,275.407
URY,2005,206.816
URY,2004,206.003
URY,2003,194.183
URY,2002,207.609
URY,2001,232.798
URY,2000,249.332
USA,2024,30726.17
USA,2023,31137.472
USA,2022,30513.43
USA,2021,29270.564
USA,2020,28699.402
USA,2019,30905.761
USA,2018,30481.327
USA,2017,29788.938
USA,2016,29491.927
USA,2015,29104.78
USA,2014,28833.949
USA,2013,28332.699
USA,2012,27733.192
USA,2011,27197.557
USA,2010,26937.717
USA,2009,27640.467
USA,2008,30848.827
USA,2007,31963.932
USA,2006,31921.004
USA,2005,31195.043
USA,2004,30825.738
USA,2003,30560.423
UZB,2019,3135.478
UZB,2018,3008.41
UZB,2017,3116.8
UZB,2016,3066.0
UZB,2015,2990.9
VEN,2017,2894.124
VEN,2016,2729.52
VEN,2012,2631.154
VEN,2011,2661.798
VEN,2010,2625.874
VEN,2009,2671.354
VEN,2008,2670.586
VEN,2007,2604.306
VEN,2006,2430.405
VEN,2005,2135.076
VNM,2023,17140.218
VNM,2022,16880.979
VNM,2021,16243.284
VNM,2020,16568.234
VNM,2019,16148.095
VNM,2018,14487.159
VNM,2017,13843.026
VNM,2016,13198.219
VNM,2015,12017.111
VNM,2014,11306.088
VNM,2013,11057.096
VNM,2012,10892.274
VNM,2011,10824.656
VNM,2010,10668.639
VNM,2009,10487.935
VNM,2007,9380.126
VUT,2020,7.512
VUT,2019,7.769
VUT,2010,6.497
VUT,2009,6.644
VUT,2006,0.653
WLF,2019,0.383
WSM,2022,6.991
WSM,2017,6.347
WSM,2012,5.105
YEM,2014,607.22
YEM,2010,776.79
ZAF,2024,3563.356
ZAF,2023,3443.831
ZAF,2022,3319.454
ZAF,2021,3071.708
ZAF,2020,3232.947
ZAF,2019,3695.811
ZAF,2018,3846.336
ZAF,2017,3820.998
ZAF,2016,3729.309
ZAF,2015,3798.108
ZAF,2014,3592.454
ZAF,2013,3537.322
ZAF,2012,3420.846
ZAF,2011,3438.72
ZAF,2010,3405.015
ZAF,2009,3627.194
ZAF,2008,3815.725
ZAF,2007,3319.767
ZAF,2006,3189.874
ZAF,2005,3094.447
ZAF,2004,2983.412
ZAF,2003,2830.155
ZAF,2002,2847.094
ZAF,2001,2928.608
ZAF,2000,2802.786
ZMB,2023,670.902
ZMB,2022,564.79
ZMB,2021,582.673
ZMB,2020,491.284
ZMB,2019,496.325
ZMB,2018,523.788
ZMB,2017,466.12
ZMB,2015,495.89
ZWE,2023,627.991
ZWE,2022,662.185
ZWE,2021,715.323
ZWE,2019,552.49
ZWE,2014,460.792
ZWE,2011,493.862
