typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20150101","2015","52","2015","670","VCT","Saint Vincent and the Grenadines","X","Export","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false",,"false",,"184416.816","184416.816","0","false","true",
"C","A","20150101","2015","52","2015","678","STP","Sao Tome and Principe","M","Import","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","890531",,"890531","0","true","false",
"C","A","20150101","2015","52","2015","678","STP","Sao Tome and Principe","X","Export","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"479626","479626","0","true","false",
"C","A","20150101","2015","52","2015","682","SAU","Saudi Arabia","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","5462223175.436",,"5462223175.436","0","false","true",
"C","A","20150101","2015","52","2015","682","SAU","Saudi Arabia","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false",,"false",,"394169715.175","394169715.175","0","false","true",
"C","A","20150101","2015","52","2015","686","SEN","Senegal","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","917069351",,"917069351","0","true","false",
"C","A","20150101","2015","52","2015","686","SEN","Senegal","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"97565024","97565024","0","true","false",
"C","A","20150101","2015","52","2015","688","SRB","Serbia","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","534029234",,"534029234","0","true","false",
"C","A","20150101","2015","52","2015","688","SRB","Serbia","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"409854203","409854203","0","true","false",
"C","A","20150101","2015","52","2015","690","SYC","Seychelles","M","Import","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","77794087.884","0","77794087.884","4","false","true",
"C","A","20150101","2015","52","2015","690","SYC","Seychelles","X","Export","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","94230304.107","94230304.107","0","false","true",
"C","A","20150101","2015","52","2015","694","SLE","Sierra Leone","M","Import","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","46913421",,"46913421","0","true","false",
"C","A","20150101","2015","52","2015","694","SLE","Sierra Leone","X","Export","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"148","148","0","true","false",
"C","A","20150101","2015","52","2015","699","IND","India","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","3195305521",,"3195305521","0","true","false",
"C","A","20150101","2015","52","2015","699","IND","India","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"4819482434","4819482434","0","true","false",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","7305945045.247",,"7305945045.247","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false",,"3379993420.651","3379993420.651","0","false","true",
"C","A","20150101","2015","52","2015","703","SVK","Slovakia","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","2301418466.446","2214307811.501","2301418466.446","4","false","true",
"C","A","20150101","2015","52","2015","703","SVK","Slovakia","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"4028981066.413","4028981066.413","4","false","true",
"C","A","20150101","2015","52","2015","704","VNM","Viet Nam","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1258530994",,"1258530994","0","true","false",
"C","A","20150101","2015","52","2015","704","VNM","Viet Nam","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2977755867","2977755867","0","true","false",
"C","A","20150101","2015","52","2015","705","SVN","Slovenia","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","984723784",,"984723784","0","true","false",
"C","A","20150101","2015","52","2015","705","SVN","Slovenia","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1312761852","1312761852","0","true","false",
"C","A","20150101","2015","52","2015","710","ZAF","South Africa","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false",,"1922016750.607","1922016750.607","0","false","true",
"C","A","20150101","2015","52","2015","710","ZAF","South Africa","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"748606569.999","748606569.999","4","false","true",
"C","A","20150101","2015","52","2015","716","ZWE","Zimbabwe","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","27308761.98",,"27308761.98","4","false","true",
"C","A","20150101","2015","52","2015","716","ZWE","Zimbabwe","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"409366.65","409366.65","0","false","true",
"C","A","20150101","2015","52","2015","724","ESP","Spain","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true","0","false","33338532853.835",,"33338532853.835","4","false","true",
"C","A","20150101","2015","52","2015","724","ESP","Spain","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"42853032252.149","42853032252.149","4","false","true",
"C","A","20150101","2015","52","2015","729","SDN","Sudan","M","Import","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","78521982",,"78521982","0","true","false",
"C","A","20150101","2015","52","2015","729","SDN","Sudan","X","Export","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"624476","624476","0","true","false",
"C","A","20150101","2015","52","2015","740","SUR","Suriname","M","Import","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","10263774.783","0","10263774.783","0","false","true",
"C","A","20150101","2015","52","2015","740","SUR","Suriname","X","Export","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","3021330.353","3021330.353","0","false","true",
"C","A","20150101","2015","52","2015","748","SWZ","Eswatini","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","6155030.17",,"6155030.17","0","false","true",
"C","A","20150101","2015","52","2015","748","SWZ","Eswatini","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"8332048.114","8332048.114","0","false","true",
"C","A","20150101","2015","52","2015","752","SWE","Sweden","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","5922849858.187",,"5922849858.187","4","false","true",
"C","A","20150101","2015","52","2015","752","SWE","Sweden","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"5714148445.244","5714148445.244","4","false","true",
"C","A","20150101","2015","52","2015","757","CHE","Switzerland","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","16582915522.549","0","16582915522.549","4","false","true",
"C","A","20150101","2015","52","2015","757","CHE","Switzerland","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","17502505288.999","17502505288.999","4","false","true",
"C","A","20150101","2015","52","2015","764","THA","Thailand","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","2707150270.2",,"2707150270.2","0","false","true",
"C","A","20150101","2015","52","2015","764","THA","Thailand","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false",,"1648792067.44","1648792067.44","0","false","true",
"C","A","20150101","2015","52","2015","768","TGO","Togo","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","162549116.279",,"162549116.279","4","false","true",
"C","A","20150101","2015","52","2015","768","TGO","Togo","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"26634564.368","26634564.368","0","false","true",
"C","A","20150101","2015","52","2015","780","TTO","Trinidad and Tobago","M","Import","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","70755795.039","0","70755795.039","4","false","true",
"C","A","20150101","2015","52","2015","780","TTO","Trinidad and Tobago","X","Export","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","237292963.535","237292963.535","4","false","true",
"C","A","20150101","2015","52","2015","784","ARE","United Arab Emirates","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","4661970580.351",,"4661970580.351","0","false","true",
"C","A","20150101","2015","52","2015","784","ARE","United Arab Emirates","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false",,"490957420.371","490957420.371","0","false","true",
"C","A","20150101","2015","52","2015","788","TUN","Tunisia","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","3598235133",,"3598235133","0","true","false",
"C","A","20150101","2015","52","2015","788","TUN","Tunisia","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"4126877471","4126877471","0","true","false",
"C","A","20150101","2015","52","2015","792","TUR","Türkiye","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","7983109796","7608336493","7983109796","4","false","true",
"C","A","20150101","2015","52","2015","792","TUR","Türkiye","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","6106483169","6106483169","4","false","true",
"C","A","20150101","2015","52","2015","800","UGA","Uganda","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","107687658",,"107687658","0","true","false",
"C","A","20150101","2015","52","2015","800","UGA","Uganda","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"9006230","9006230","0","true","false",
"C","A","20150101","2015","52","2015","804","UKR","Ukraine","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","893119213",,"893119213","0","true","false",
"C","A","20150101","2015","52","2015","804","UKR","Ukraine","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"498333565","498333565","0","true","false",
"C","A","20150101","2015","52","2015","807","MKD","North Macedonia","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","102580561.37",,"102580561.37","0","false","true",
"C","A","20150101","2015","52","2015","807","MKD","North Macedonia","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false",,"40867415.95","40867415.95","0","false","true",
"C","A","20150101","2015","52","2015","818","EGY","Egypt","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","2464393085.515","0","2464393085.515","4","false","true",
"C","A","20150101","2015","52","2015","818","EGY","Egypt","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","480053230.457","480053230.457","4","false","true",
"C","A","20150101","2015","52","2015","826","GBR","United Kingdom","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","38703822308",,"38703822308","0","true","false",
"C","A","20150101","2015","52","2015","826","GBR","United Kingdom","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"27275621837","27275621837","0","true","false",
"C","A","20150101","2015","52","2015","834","TZA","United Rep. of Tanzania","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","95470682",,"95470682","0","true","false",
"C","A","20150101","2015","52","2015","834","TZA","United Rep. of Tanzania","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"16870374","16870374","0","true","false",
"C","A","20150101","2015","52","2015","842","USA","USA","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","48864400404",,"48864400404","0","true","false",
"C","A","20150101","2015","52","2015","842","USA","USA","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"31480817422","31480817422","0","true","false",
"C","A","20150101","2015","52","2015","854","BFA","Burkina Faso","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","271774586.613","0","271774586.613","4","false","true",
"C","A","20150101","2015","52","2015","854","BFA","Burkina Faso","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","65435408.089","65435408.089","4","false","true",
"C","A","20150101","2015","52","2015","858","URY","Uruguay","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","130286849",,"130286849","0","true","false",
"C","A","20150101","2015","52","2015","858","URY","Uruguay","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"38153463","38153463","0","true","false",
"C","A","20150101","2015","52","2015","882","WSM","Samoa","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","235778",,"235778","0","true","false",
"C","A","20150101","2015","52","2015","887","YEM","Yemen","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","126373307",,"126373307","0","true","false",
"C","A","20150101","2015","52","2015","887","YEM","Yemen","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2036109","2036109","0","true","false",
"C","A","20150101","2015","52","2015","894","ZMB","Zambia","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false","51816905.398",,"51816905.398","0","false","true",
"C","A","20150101","2015","52","2015","894","ZMB","Zambia","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"1057500.019","1057500.019","4","false","true",
"C","A","20160101","2016","52","2016","4","AFG","Afghanistan","M","Import","251","FRA","France","0","W00","World","H2","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","5401786",,"5401786","0","true","false",
"C","A","20160101","2016","52","2016","4","AFG","Afghanistan","X","Export","251","FRA","France","0","W00","World","H2","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1408046","1408046","0","true","false",
"C","A","20160101","2016","52","2016","8","ALB","Albania","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","92566527",,"92566527","0","true","false",
"C","A","20160101","2016","52","2016","8","ALB","Albania","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"20884983","20884983","0","true","false",
"C","A","20160101","2016","52","2016","12","DZA","Algeria","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","4773926390",,"4773926390","0","true","false",
"C","A","20160101","2016","52","2016","12","DZA","Algeria","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"3424138889","3424138889","0","true","false",
"C","A","20160101","2016","52","2016","20","AND","Andorra","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","212425717.127",,"212425717.127","4","false","true",
"C","A","20160101","2016","52","2016","20","AND","Andorra","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"16421100.593","16421100.593","4","false","true",
"C","A","20160101","2016","52","2016","24","AGO","Angola","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","456830241.3","421901365.96","456830241.3","0","false","true",
"C","A","20160101","2016","52","2016","24","AGO","Angola","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false",,"910864067.58","910864067.58","0","false","true",
"C","A","20160101","2016","52","2016","28","ATG","Antigua and Barbuda","M","Import","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","3923526",,"3923526","0","true","false",
"C","A","20160101","2016","52","2016","28","ATG","Antigua and Barbuda","X","Export","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"424000","424000","0","true","false",
"C","A","20160101","2016","52","2016","31","AZE","Azerbaijan","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","150258919.73",,"150258919.73","4","false","true",
"C","A","20160101","2016","52","2016","31","AZE","Azerbaijan","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"626433890.89","626433890.89","0","false","true",
"C","A","20160101","2016","52","2016","32","ARG","Argentina","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","1552712201.59","1514042482.45","1552712201.59","0","false","true",
"C","A","20160101","2016","52","2016","32","ARG","Argentina","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false",,"367745256.9","367745256.9","0","false","true",
"C","A","20160101","2016","52","2016","36","AUS","Australia","M","Import","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"3359907915","3359907915","0","true","false",
"C","A","20160101","2016","52","2016","36","AUS","Australia","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"881248886","881248886","0","true","false",
