typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,19920101,1992,52,1992,372,IRL,Ireland,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,28334530560.0,28334530560.0,0,True,False
C,A,19920101,1992,52,1992,388,JAM,Jamaica,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,1773839544.0,,1773839544.0,0,True,False
C,A,19920101,1992,52,1992,388,JAM,Jamaica,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,1050375947.0,1050375947.0,0,True,False
C,A,19920101,1992,52,1992,392,JPN,Japan,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,233021535363.0,,233021535363.0,0,True,False
C,A,19920101,1992,52,1992,392,JPN,Japan,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,339650781651.0,339650781651.0,0,True,False
C,A,19920101,1992,52,1992,404,KEN,Kenya,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,1793030272.0,,1793030272.0,0,True,False
C,A,19920101,1992,52,1992,404,KEN,Kenya,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,1361698944.0,1361698944.0,0,True,False
C,A,19920101,1992,52,1992,410,KOR,Rep. of Korea,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,81758330880.0,,81758330880.0,0,True,False
C,A,19920101,1992,52,1992,410,KOR,Rep. of Korea,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,76631449600.0,76631449600.0,0,True,False
C,A,19920101,1992,52,1992,446,MAC,"China, Macao SAR",M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,1948183936.0,,1948183936.0,0,True,False
C,A,19920101,1992,52,1992,446,MAC,"China, Macao SAR",X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,1786088448.0,1786088448.0,0,True,False
C,A,19920101,1992,52,1992,450,MDG,Madagascar,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,391342912.0,,391342912.0,0,True,False
C,A,19920101,1992,52,1992,450,MDG,Madagascar,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,268887744.0,268887744.0,0,True,False
C,A,19920101,1992,52,1992,458,MYS,Malaysia,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,39788383435.0,,39788383435.0,0,True,False
C,A,19920101,1992,52,1992,458,MYS,Malaysia,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,40768494324.0,40768494324.0,0,True,False
C,A,19920101,1992,52,1992,484,MEX,Mexico,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,61924225024.0,61924225024.0,0,True,False
C,A,19920101,1992,52,1992,484,MEX,Mexico,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,46194884608.0,46194884608.0,0,True,False
C,A,19920101,1992,52,1992,512,OMN,Oman,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,3769155584.0,,3769155584.0,0,True,False
C,A,19920101,1992,52,1992,512,OMN,Oman,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,5451159552.0,5451159552.0,0,True,False
C,A,19920101,1992,52,1992,528,NLD,Netherlands,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,134469935104.0,,134469935104.0,0,True,False
C,A,19920101,1992,52,1992,528,NLD,Netherlands,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,139934269440.0,139934269440.0,0,True,False
C,A,19920101,1992,52,1992,554,NZL,New Zealand,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,9204969925.0,,9204969925.0,0,True,False
C,A,19920101,1992,52,1992,554,NZL,New Zealand,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,9829970903.0,9829970903.0,0,True,False
C,A,19920101,1992,52,1992,600,PRY,Paraguay,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,1420424448.0,,1420424448.0,0,True,False
C,A,19920101,1992,52,1992,600,PRY,Paraguay,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,656554304.0,656554304.0,0,True,False
C,A,19920101,1992,52,1992,604,PER,Peru,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,3964246528.0,,3964246528.0,0,True,False
C,A,19920101,1992,52,1992,604,PER,Peru,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,3359371520.0,3359371520.0,0,True,False
C,A,19920101,1992,52,1992,620,PRT,Portugal,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,30610466816.0,,30610466816.0,0,True,False
C,A,19920101,1992,52,1992,620,PRT,Portugal,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,18564558848.0,18564558848.0,0,True,False
C,A,19920101,1992,52,1992,642,ROU,Romania,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,6259609088.0,,6259609088.0,0,True,False
C,A,19920101,1992,52,1992,642,ROU,Romania,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,4363384320.0,4363384320.0,0,True,False
C,A,19920101,1992,52,1992,662,LCA,Saint Lucia,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,303263296.0,,303263296.0,0,True,False
C,A,19920101,1992,52,1992,662,LCA,Saint Lucia,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,123945592.0,123945592.0,0,True,False
C,A,19920101,1992,52,1992,682,SAU,Saudi Arabia,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,33272639488.0,,33272639488.0,0,True,False
C,A,19920101,1992,52,1992,682,SAU,Saudi Arabia,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,53486448640.0,53486448640.0,0,True,False
C,A,19920101,1992,52,1992,699,IND,India,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,24452408029.0,,24452408029.0,0,True,False
C,A,19920101,1992,52,1992,699,IND,India,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,20711291014.0,20711291014.0,0,True,False
C,A,19920101,1992,52,1992,702,SGP,Singapore,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,72173641728.0,,72173641728.0,0,True,False
C,A,19920101,1992,52,1992,702,SGP,Singapore,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,63463108608.0,63463108608.0,0,True,False
C,A,19920101,1992,52,1992,711,ZA1,Southern African Customs Union (...1999),M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,18373402624.0,,18373402624.0,0,True,False
C,A,19920101,1992,52,1992,711,ZA1,Southern African Customs Union (...1999),X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,21114607616.0,21114607616.0,0,True,False
C,A,19920101,1992,52,1992,724,ESP,Spain,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,99756941312.0,,99756941312.0,0,True,False
C,A,19920101,1992,52,1992,724,ESP,Spain,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,64317505536.0,64317505536.0,0,True,False
C,A,19920101,1992,52,1992,752,SWE,Sweden,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,49849364480.0,,49849364480.0,0,True,False
C,A,19920101,1992,52,1992,752,SWE,Sweden,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,55771148288.0,55771148288.0,0,True,False
C,A,19920101,1992,52,1992,757,CHE,Switzerland,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,65743835136.0,,65743835136.0,0,True,False
C,A,19920101,1992,52,1992,757,CHE,Switzerland,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,65674944512.0,65674944512.0,0,True,False
C,A,19920101,1992,52,1992,764,THA,Thailand,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,40686780211.0,,40686780211.0,0,True,False
C,A,19920101,1992,52,1992,764,THA,Thailand,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,32474401190.0,32474401190.0,0,True,False
C,A,19920101,1992,52,1992,780,TTO,Trinidad and Tobago,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,1376723072.0,,1376723072.0,0,True,False
C,A,19920101,1992,52,1992,780,TTO,Trinidad and Tobago,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,1865042048.0,1865042048.0,0,True,False
C,A,19920101,1992,52,1992,784,ARE,United Arab Emirates,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,5188946944.0,,5188946944.0,0,True,False
C,A,19920101,1992,52,1992,784,ARE,United Arab Emirates,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,504472832.0,504472832.0,0,True,False
C,A,19920101,1992,52,1992,788,TUN,Tunisia,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,6431543808.0,,6431543808.0,0,True,False
C,A,19920101,1992,52,1992,788,TUN,Tunisia,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,4039898624.0,4039898624.0,0,True,False
C,A,19920101,1992,52,1992,792,TUR,Türkiye,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,22871025135.0,,22871025135.0,0,True,False
C,A,19920101,1992,52,1992,792,TUR,Türkiye,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,14714608125.0,14714608125.0,0,True,False
C,A,19920101,1992,52,1992,842,USA,USA,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,553496473571.0,,553496473571.0,0,True,False
C,A,19920101,1992,52,1992,842,USA,USA,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,447330086418.0,447330086418.0,0,True,False
C,A,19920101,1992,52,1992,891,SCG,Serbia and Montenegro (...2005),M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,3859204096.0,,3859204096.0,0,True,False
C,A,19920101,1992,52,1992,891,SCG,Serbia and Montenegro (...2005),X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,2538493952.0,2538493952.0,0,True,False
C,A,19930101,1993,52,1993,12,DZA,Algeria,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,8785274880.0,,8785274880.0,0,True,False
C,A,19930101,1993,52,1993,12,DZA,Algeria,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,10097665024.0,10097665024.0,0,True,False
C,A,19930101,1993,52,1993,32,ARG,Argentina,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,16772908032.0,,16772908032.0,0,True,False
C,A,19930101,1993,52,1993,32,ARG,Argentina,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,13117745152.0,13117745152.0,0,True,False
C,A,19930101,1993,52,1993,36,AUS,Australia,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,42366602456.0,42366602456.0,0,True,False
C,A,19930101,1993,52,1993,36,AUS,Australia,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,41879201003.0,41879201003.0,0,True,False
C,A,19930101,1993,52,1993,50,BGD,Bangladesh,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,3525707166.0,,3525707166.0,0,True,False
C,A,19930101,1993,52,1993,50,BGD,Bangladesh,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,2253093708.0,2253093708.0,0,True,False
C,A,19930101,1993,52,1993,64,BTN,Bhutan,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,90792720.0,,90792720.0,0,True,False
C,A,19930101,1993,52,1993,64,BTN,Bhutan,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,65820260.0,65820260.0,0,True,False
C,A,19930101,1993,52,1993,68,BOL,Bolivia (Plurinational State of),M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,1176929920.0,,1176929920.0,0,True,False
C,A,19930101,1993,52,1993,68,BOL,Bolivia (Plurinational State of),X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,808937600.0,808937600.0,0,True,False
C,A,19930101,1993,52,1993,76,BRA,Brazil,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,27299446784.0,,27299446784.0,0,True,False
C,A,19930101,1993,52,1993,76,BRA,Brazil,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,38700838912.0,38700838912.0,0,True,False
C,A,19930101,1993,52,1993,84,BLZ,Belize,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,280908824.0,,280908824.0,0,True,False
C,A,19930101,1993,52,1993,84,BLZ,Belize,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,126604713.0,126604713.0,0,True,False
C,A,19930101,1993,52,1993,96,BRN,Brunei Darussalam,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,1820530944.0,,1820530944.0,0,True,False
C,A,19930101,1993,52,1993,96,BRN,Brunei Darussalam,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,2093947392.0,2093947392.0,0,True,False
C,A,19930101,1993,52,1993,108,BDI,Burundi,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,221209600.0,,221209600.0,0,True,False
C,A,19930101,1993,52,1993,108,BDI,Burundi,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,158262896.0,158262896.0,0,True,False
C,A,19930101,1993,52,1993,124,CAN,Canada,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,131331087210.0,131331087210.0,0,True,False
C,A,19930101,1993,52,1993,124,CAN,Canada,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,144631649771.0,144631649771.0,0,True,False
C,A,19930101,1993,52,1993,140,CAF,Central African Rep.,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,143520432.0,,143520432.0,0,True,False
C,A,19930101,1993,52,1993,140,CAF,Central African Rep.,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,91689168.0,91689168.0,0,True,False
C,A,19930101,1993,52,1993,144,LKA,Sri Lanka,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,3742900641.0,,3742900641.0,0,True,False
C,A,19930101,1993,52,1993,144,LKA,Sri Lanka,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,2846941623.0,2846941623.0,0,True,False
C,A,19930101,1993,52,1993,152,CHL,Chile,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,10541861888.0,,10541861888.0,0,True,False
C,A,19930101,1993,52,1993,152,CHL,Chile,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,9308256256.0,9308256256.0,0,True,False
C,A,19930101,1993,52,1993,156,CHN,China,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,103958939693.0,,103958939693.0,0,True,False
C,A,19930101,1993,52,1993,156,CHN,China,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,91743948346.0,91743948346.0,0,True,False
C,A,19930101,1993,52,1993,170,COL,Colombia,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,9829160960.0,,9829160960.0,0,True,False
C,A,19930101,1993,52,1993,170,COL,Colombia,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,7123438592.0,7123438592.0,0,True,False
C,A,19930101,1993,52,1993,178,COG,Congo,M,Import,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,347060768.0,,347060768.0,0,True,False
C,A,19930101,1993,52,1993,178,COG,Congo,X,Export,0,W00,World,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,965338816.0,965338816.0,0,True,False
